# section=2
# run_id=D
# param_name=mdelta
# param_value=700
# m_delta_mev=700.0
# g_delta_factor=2.0000
# lambda_3_factor=1.0000
# lambda_delta_factor=0.2500
# t_loop4_factor=4.0
# include_omega_1_num=True
# mu_min_mev=250.0
# mu_max_mev=900.0
# num_raw_points=700
# omega_vac_mev4=-5.8164593665e+08
# branch=stable
# columns=mu_q_mev mu_B_mev phi_mev delta_mev gap_mev mu_e_mev mu_8_mev delta_mu_mev gap_minus_delta_mu_mev pressure_mev4 quark_density_mev3 baryon_density_mev3 energy_density_mev4 cs2 omega_min_mev4 phase success neutrality_residual_norm
3.3648068670e+02 1.0094420601e+03 2.8969281765e+01 1.8745847966e+01 1.2094095462e+02 2.0056644425e+02 -2.7747009296e+01 1.0028322213e+02 2.0657732494e+01 1.5112443021e+08 7.8338639283e+06 2.6112879761e+06 2.4848194839e+09 1.8856621932e-01 -7.3277036687e+08 2SC 1 1.9811507127e-05
3.3741058655e+02 1.0122317597e+03 2.8969281872e+01 1.8745847953e+01 1.2094095454e+02 2.0106672623e+02 -2.7532807883e+01 1.0053336312e+02 2.0407591421e+01 1.5846900601e+08 7.9361227014e+06 2.6453742338e+06 2.5192628096e+09 2.5343453950e-01 -7.4011494267e+08 2SC 1 4.7020351844e-05
3.3834048641e+02 1.0150214592e+03 2.8947611641e+01 1.8908316877e+01 1.2198914114e+02 2.0180248905e+02 -2.7830831182e+01 1.0090124453e+02 2.1087896616e+01 1.6588402894e+08 8.0134184011e+06 2.6711394670e+06 2.5453798507e+09 2.3803086336e-01 -7.4752996560e+08 2SC 1 4.1107558242e-05
3.3927038627e+02 1.0178111588e+03 2.6405751051e+01 1.9232369426e+01 1.2407980275e+02 2.0451616359e+02 -2.7928146903e+01 1.0225808180e+02 2.1821720953e+01 1.7337235926e+08 8.1599162285e+06 2.7199720762e+06 2.5950455715e+09 1.5882402878e-01 -7.5501829592e+08 2SC 1 1.9470408831e-05
3.4020028612e+02 1.0206008584e+03 2.6405751051e+01 1.9232369426e+01 1.2407980275e+02 2.0501216523e+02 -2.7716236933e+01 1.0250608262e+02 2.1573720133e+01 1.8105983881e+08 8.2960768503e+06 2.7653589501e+06 2.6412678794e+09 2.9257902648e-01 -7.6270577546e+08 2SC 1 5.8739956493e-05
3.4113018598e+02 1.0233905579e+03 2.6405751051e+01 1.9232369426e+01 1.2407980275e+02 2.0550828744e+02 -2.7504859299e+01 1.0275414372e+02 2.1325659029e+01 1.8880140062e+08 8.3605247270e+06 2.7868415757e+06 2.6632259544e+09 2.9818245614e-01 -7.7044733727e+08 2SC 1 6.8178761151e-05
3.4206008584e+02 1.0261802575e+03 2.6275288814e+01 1.9263809068e+01 1.2428263915e+02 2.0613207011e+02 -2.7357776208e+01 1.0306603505e+02 2.1216604093e+01 1.9660874030e+08 8.4731216689e+06 2.8243738896e+06 2.7017079851e+09 2.0497107751e-01 -7.7825467696e+08 2SC 1 3.3811741872e-06
3.4298998569e+02 1.0289699571e+03 2.5027383980e+01 1.9441429125e+01 1.2542857500e+02 2.0766155966e+02 -2.7380350399e+01 1.0383077983e+02 2.1597795170e+01 2.0455970987e+08 8.5852884897e+06 2.8617628299e+06 2.7401082664e+09 2.4435259018e-01 -7.8620564653e+08 2SC 1 6.8732194649e-06
3.4391988555e+02 1.0317596567e+03 2.4148350895e+01 1.9616277242e+01 1.2655662737e+02 2.0892028416e+02 -2.7495075364e+01 1.0446014208e+02 2.2096485289e+01 2.1257565738e+08 8.6707950745e+06 2.8902650248e+06 2.7694831923e+09 2.5061404864e-01 -7.9422159404e+08 2SC 1 1.3879750164e-05
3.4484978541e+02 1.0345493562e+03 2.4142354788e+01 1.9634498637e+01 1.2667418475e+02 2.0944010943e+02 -2.7340654594e+01 1.0472005471e+02 2.1954130038e+01 2.2068565207e+08 8.7763679187e+06 2.9254559729e+06 2.8058429414e+09 2.3876633844e-01 -8.0233158872e+08 2SC 1 7.3639194387e-05
3.4577968526e+02 1.0373390558e+03 2.3139314697e+01 1.9726970773e+01 1.2727077918e+02 2.1064019614e+02 -2.7181575997e+01 1.0532009807e+02 2.1950681111e+01 2.2889794393e+08 8.8704606863e+06 2.9568202288e+06 2.8383271603e+09 2.9616573155e-01 -8.1054388058e+08 2SC 1 5.7370600389e-05
3.4670958512e+02 1.0401287554e+03 2.3116219240e+01 1.9811390829e+01 1.2781542470e+02 2.1125149592e+02 -2.7225242247e+01 1.0562574796e+02 2.2189676745e+01 2.3718293232e+08 8.9430425718e+06 2.9810141906e+06 2.8634556475e+09 2.8068563437e-01 -8.1882886897e+08 2SC 1 4.7139319910e-05
3.4763948498e+02 1.0429184549e+03 2.3116219240e+01 1.9811390829e+01 1.2781542470e+02 2.1174333648e+02 -2.7018016317e+01 1.0587166824e+02 2.1943756464e+01 2.4553021194e+08 9.0639372603e+06 3.0213124201e+06 2.9054522691e+09 2.0135946372e-01 -8.2717614860e+08 2SC 1 7.9559992066e-05
3.4856938484e+02 1.0457081545e+03 2.1198030615e+01 2.0063298471e+01 1.2944063530e+02 2.1359734182e+02 -2.7156479634e+01 1.0679867091e+02 2.2641964388e+01 2.5404004024e+08 9.1838791955e+06 3.0612930652e+06 2.9471790813e+09 3.1776042376e-01 -8.3568597689e+08 2SC 1 9.4394285509e-06
3.4949928469e+02 1.0484978541e+03 2.1195128924e+01 2.0083382268e+01 1.2957020818e+02 2.1411316309e+02 -2.7010155607e+01 1.0705658155e+02 2.2513626636e+01 2.6261038784e+08 9.2486021622e+06 3.0828673874e+06 2.9697694523e+09 3.8425525955e-01 -8.4425632450e+08 2SC 1 8.6609353263e-05
3.5042918455e+02 1.0512875536e+03 2.1195128924e+01 2.0083382268e+01 1.2957020818e+02 2.1460285875e+02 -2.6804811386e+01 1.0730142938e+02 2.2268778807e+01 2.7124058789e+08 9.3119905181e+06 3.1039968394e+06 2.9919526559e+09 3.2359317765e-01 -8.5288652455e+08 2SC 1 8.9862443503e-05
3.5135908441e+02 1.0540772532e+03 2.1195128924e+01 2.0083382268e+01 1.2957020818e+02 2.1509268686e+02 -2.6599936129e+01 1.0754634343e+02 2.2023864750e+01 2.7992882514e+08 9.4456403888e+06 3.1485467963e+06 3.0388827335e+09 2.0318222845e-01 -8.6157476180e+08 2SC 1 7.1940466112e-05
3.5228898426e+02 1.0568669528e+03 1.9570692720e+01 2.0365891864e+01 1.3139285074e+02 2.1673516834e+02 -2.6914620064e+01 1.0836758417e+02 2.3025266566e+01 2.8880758719e+08 9.5611032731e+06 3.1870344244e+06 3.0794637733e+09 3.4733143365e-01 -8.7045352384e+08 2SC 1 1.4693236468e-04
3.5321888412e+02 1.0596566524e+03 1.9570692720e+01 2.0365891864e+01 1.3139285074e+02 2.1722317938e+02 -2.6710653202e+01 1.0861158969e+02 2.2781261046e+01 2.9771056227e+08 9.6218374619e+06 3.2072791540e+06 3.1009041292e+09 3.6050651772e-01 -8.7935649893e+08 2SC 1 1.3014837339e-06
3.5414878398e+02 1.0624463519e+03 1.8813612006e+01 2.0547515477e+01 1.3256461598e+02 2.1828192287e+02 -2.6900291079e+01 1.0914096143e+02 2.3423654545e+01 3.0670227775e+08 9.7133245086e+06 3.2377748362e+06 3.1332597853e+09 2.8290679051e-01 -8.8834821440e+08 2SC 1 1.0513556271e-05
3.5507868383e+02 1.0652360515e+03 1.8813612006e+01 2.0547515477e+01 1.3256461598e+02 2.1876918612e+02 -2.6696946973e+01 1.0938459306e+02 2.3180022919e+01 3.1577540042e+08 9.8022297264e+06 3.2674099088e+06 3.1647874295e+09 2.8331227582e-01 -8.9742133707e+08 2SC 1 2.4230077249e-05
3.5600858369e+02 1.0680257511e+03 1.8582587307e+01 2.0649373019e+01 1.3322176141e+02 2.1948186767e+02 -2.6748799214e+01 1.0974093384e+02 2.3480827575e+01 3.2493246179e+08 9.8946542880e+06 3.2982180960e+06 3.1976493974e+09 2.8770985423e-01 -9.0657839844e+08 2SC 1 7.5828542830e-06
3.5693848355e+02 1.0708154506e+03 1.7964001448e+01 2.0775261986e+01 1.3403394830e+02 2.2039002681e+02 -2.6803040377e+01 1.1019501340e+02 2.3838934891e+01 3.3417747563e+08 9.9821889944e+06 3.3273963315e+06 3.2288499265e+09 2.9861102993e-01 -9.1582341228e+08 2SC 1 1.9575895977e-05
3.5786838340e+02 1.0736051502e+03 1.7905624059e+01 2.0865080256e+01 1.3461342101e+02 2.2100692544e+02 -2.6848567722e+01 1.1050346272e+02 2.4109958286e+01 3.4349733402e+08 1.0068844117e+07 3.3562813724e+06 3.2598236329e+09 2.9144161840e-01 -9.2514327068e+08 2SC 1 2.7576941485e-05
3.5879828326e+02 1.0763948498e+03 1.7309349241e+01 2.0861044317e+01 1.3458738269e+02 2.2174073321e+02 -2.6536664092e+01 1.1087036661e+02 2.3717016082e+01 3.5290350904e+08 1.0162181769e+07 3.3873939231e+06 3.2932698640e+09 2.9810015284e-01 -9.3454944569e+08 2SC 1 6.7358302451e-05
3.5972818312e+02 1.0791845494e+03 1.7107207766e+01 2.1015254540e+01 1.3558228736e+02 2.2248911375e+02 -2.6742118175e+01 1.1124455688e+02 2.4337730480e+01 3.6239695677e+08 1.0246516480e+07 3.4155054935e+06 3.3235638000e+09 3.0221339830e-01 -9.4404289342e+08 2SC 1 4.2590417424e-05
3.6065808298e+02 1.0819742489e+03 1.7029647548e+01 2.1132757573e+01 1.3634037144e+02 2.2314204311e+02 -2.6860965449e+01 1.1157102156e+02 2.4769349884e+01 3.7195997746e+08 1.0338025685e+07 3.4460085615e+06 3.3565325477e+09 2.8870570421e-01 -9.5360591411e+08 2SC 1 9.5701497951e-07
3.6158798283e+02 1.0847639485e+03 1.6351957788e+01 2.1160265642e+01 1.3651784285e+02 2.2392876531e+02 -2.6632243915e+01 1.1196438265e+02 2.4553460195e+01 3.8162361398e+08 1.0431181208e+07 3.4770604026e+06 3.3901661575e+09 3.0942934911e-01 -9.6326955063e+08 2SC 1 3.8803134768e-05
