# pipeline=quark_stars
# construction=without_maxwell
# m_sigma_mev=600.000000
# units=chemical potentials and sigma in MeV; densities in fm^-3; pressure and energy density in GeV fm^-3
# B0_mev4=5.806289137042e+08
# B0_gev_fm3=7.556822962283e-02
# B_mev4=0.000000000000e+00
# B_gev_fm3=0.000000000000e+00
# B_1_4_mev=0.000000
# columns=mu_u_mev mu_d_mev mu_e_mev sigma_mev constituent_mass_mev n_u_fm-3 n_d_fm-3 n_e_fm-3 n_B_fm-3 pressure_gev_fm-3 energy_density_gev_fm-3
3.077e+02 3.173e+02 9.550e+00 9.012e+01 2.907e+02 1.352e-02 2.703e-02 3.812e-06 1.352e-02 1.916e-04 1.254e-02
3.079e+02 3.179e+02 9.992e+00 8.992e+01 2.900e+02 1.450e-02 2.898e-02 4.367e-06 1.449e-02 2.108e-04 1.346e-02
3.080e+02 3.184e+02 1.042e+01 8.971e+01 2.894e+02 1.548e-02 3.094e-02 4.960e-06 1.547e-02 2.303e-04 1.439e-02
3.081e+02 3.190e+02 1.085e+01 8.951e+01 2.887e+02 1.645e-02 3.289e-02 5.589e-06 1.645e-02 2.501e-04 1.531e-02
3.083e+02 3.195e+02 1.126e+01 8.930e+01 2.881e+02 1.743e-02 3.485e-02 6.255e-06 1.743e-02 2.702e-04 1.624e-02
3.084e+02 3.200e+02 1.167e+01 8.910e+01 2.874e+02 1.841e-02 3.681e-02 6.958e-06 1.841e-02 2.906e-04 1.717e-02
3.085e+02 3.205e+02 1.206e+01 8.889e+01 2.867e+02 1.939e-02 3.877e-02 7.698e-06 1.939e-02 3.112e-04 1.810e-02
3.086e+02 3.210e+02 1.246e+01 8.868e+01 2.861e+02 2.038e-02 4.073e-02 8.474e-06 2.037e-02 3.320e-04 1.903e-02
3.086e+02 3.215e+02 1.284e+01 8.848e+01 2.854e+02 2.136e-02 4.269e-02 9.287e-06 2.135e-02 3.530e-04 1.996e-02
3.087e+02 3.219e+02 1.322e+01 8.827e+01 2.848e+02 2.234e-02 4.465e-02 1.014e-05 2.233e-02 3.741e-04 2.090e-02
3.088e+02 3.224e+02 1.360e+01 8.807e+01 2.841e+02 2.333e-02 4.662e-02 1.102e-05 2.332e-02 3.954e-04 2.184e-02
3.088e+02 3.228e+02 1.396e+01 8.786e+01 2.834e+02 2.431e-02 4.859e-02 1.195e-05 2.430e-02 4.168e-04 2.277e-02
3.089e+02 3.232e+02 1.433e+01 8.766e+01 2.828e+02 2.530e-02 5.055e-02 1.290e-05 2.528e-02 4.384e-04 2.371e-02
3.089e+02 3.236e+02 1.469e+01 8.745e+01 2.821e+02 2.628e-02 5.252e-02 1.390e-05 2.627e-02 4.600e-04 2.465e-02
3.089e+02 3.240e+02 1.504e+01 8.725e+01 2.815e+02 2.727e-02 5.449e-02 1.493e-05 2.725e-02 4.817e-04 2.560e-02
3.090e+02 3.244e+02 1.539e+01 8.704e+01 2.808e+02 2.826e-02 5.646e-02 1.600e-05 2.824e-02 5.034e-04 2.654e-02
3.090e+02 3.247e+02 1.574e+01 8.684e+01 2.801e+02 2.924e-02 5.843e-02 1.710e-05 2.923e-02 5.253e-04 2.749e-02
3.090e+02 3.251e+02 1.608e+01 8.663e+01 2.795e+02 3.023e-02 6.041e-02 1.825e-05 3.021e-02 5.471e-04 2.843e-02
3.090e+02 3.254e+02 1.642e+01 8.643e+01 2.788e+02 3.122e-02 6.238e-02 1.942e-05 3.120e-02 5.690e-04 2.938e-02
3.090e+02 3.258e+02 1.675e+01 8.622e+01 2.781e+02 3.221e-02 6.435e-02 2.064e-05 3.219e-02 5.909e-04 3.033e-02
3.090e+02 3.261e+02 1.708e+01 8.602e+01 2.775e+02 3.319e-02 6.632e-02 2.189e-05 3.317e-02 6.128e-04 3.128e-02
3.090e+02 3.264e+02 1.741e+01 8.581e+01 2.768e+02 3.418e-02 6.830e-02 2.317e-05 3.416e-02 6.348e-04 3.222e-02
3.090e+02 3.268e+02 1.774e+01 8.561e+01 2.762e+02 3.517e-02 7.027e-02 2.449e-05 3.515e-02 6.567e-04 3.318e-02
3.090e+02 3.271e+02 1.806e+01 8.540e+01 2.755e+02 3.616e-02 7.225e-02 2.585e-05 3.614e-02 6.786e-04 3.413e-02
3.090e+02 3.274e+02 1.838e+01 8.520e+01 2.748e+02 3.715e-02 7.422e-02 2.724e-05 3.712e-02 7.005e-04 3.508e-02
3.090e+02 3.277e+02 1.869e+01 8.499e+01 2.742e+02 3.814e-02 7.620e-02 2.867e-05 3.811e-02 7.224e-04 3.603e-02
3.090e+02 3.280e+02 1.900e+01 8.479e+01 2.735e+02 3.913e-02 7.817e-02 3.014e-05 3.910e-02 7.442e-04 3.699e-02
3.089e+02 3.283e+02 1.931e+01 8.458e+01 2.729e+02 4.012e-02 8.015e-02 3.164e-05 4.009e-02 7.660e-04 3.794e-02
3.089e+02 3.285e+02 1.962e+01 8.438e+01 2.722e+02 4.111e-02 8.212e-02 3.318e-05 4.108e-02 7.877e-04 3.889e-02
3.089e+02 3.288e+02 1.993e+01 8.417e+01 2.715e+02 4.210e-02 8.410e-02 3.475e-05 4.207e-02 8.094e-04 3.985e-02
3.089e+02 3.291e+02 2.023e+01 8.397e+01 2.709e+02 4.309e-02 8.608e-02 3.636e-05 4.306e-02 8.310e-04 4.081e-02
3.088e+02 3.294e+02 2.053e+01 8.376e+01 2.702e+02 4.408e-02 8.805e-02 3.801e-05 4.405e-02 8.526e-04 4.176e-02
3.088e+02 3.296e+02 2.083e+01 8.356e+01 2.695e+02 4.507e-02 9.003e-02 3.969e-05 4.503e-02 8.741e-04 4.272e-02
3.087e+02 3.299e+02 2.112e+01 8.335e+01 2.689e+02 4.606e-02 9.200e-02 4.140e-05 4.602e-02 8.955e-04 4.368e-02
3.087e+02 3.301e+02 2.142e+01 8.315e+01 2.682e+02 4.706e-02 9.398e-02 4.315e-05 4.701e-02 9.169e-04 4.463e-02
3.087e+02 3.304e+02 2.171e+01 8.294e+01 2.676e+02 4.805e-02 9.596e-02 4.494e-05 4.800e-02 9.382e-04 4.559e-02
3.086e+02 3.306e+02 2.200e+01 8.274e+01 2.669e+02 4.904e-02 9.793e-02 4.677e-05 4.899e-02 9.594e-04 4.655e-02
3.086e+02 3.308e+02 2.229e+01 8.253e+01 2.662e+02 5.003e-02 9.991e-02 4.862e-05 4.998e-02 9.805e-04 4.751e-02
3.085e+02 3.311e+02 2.257e+01 8.233e+01 2.656e+02 5.102e-02 1.019e-01 5.052e-05 5.097e-02 1.002e-03 4.847e-02
3.085e+02 3.313e+02 2.286e+01 8.212e+01 2.649e+02 5.201e-02 1.039e-01 5.245e-05 5.195e-02 1.022e-03 4.943e-02
3.084e+02 3.315e+02 2.314e+01 8.192e+01 2.643e+02 5.300e-02 1.058e-01 5.441e-05 5.294e-02 1.043e-03 5.039e-02
3.083e+02 3.318e+02 2.342e+01 8.171e+01 2.636e+02 5.399e-02 1.078e-01 5.641e-05 5.393e-02 1.064e-03 5.135e-02
3.083e+02 3.320e+02 2.370e+01 8.151e+01 2.629e+02 5.498e-02 1.098e-01 5.845e-05 5.492e-02 1.085e-03 5.231e-02
3.082e+02 3.322e+02 2.397e+01 8.130e+01 2.623e+02 5.597e-02 1.118e-01 6.052e-05 5.591e-02 1.105e-03 5.327e-02
3.082e+02 3.324e+02 2.425e+01 8.110e+01 2.616e+02 5.696e-02 1.137e-01 6.263e-05 5.689e-02 1.126e-03 5.423e-02
3.081e+02 3.326e+02 2.452e+01 8.089e+01 2.609e+02 5.795e-02 1.157e-01 6.477e-05 5.788e-02 1.146e-03 5.519e-02
3.080e+02 3.328e+02 2.479e+01 8.069e+01 2.603e+02 5.893e-02 1.177e-01 6.695e-05 5.887e-02 1.166e-03 5.615e-02
3.080e+02 3.330e+02 2.506e+01 8.048e+01 2.596e+02 5.992e-02 1.196e-01 6.916e-05 5.985e-02 1.187e-03 5.711e-02
3.079e+02 3.332e+02 2.533e+01 8.028e+01 2.590e+02 6.091e-02 1.216e-01 7.141e-05 6.084e-02 1.207e-03 5.807e-02
3.078e+02 3.334e+02 2.560e+01 8.007e+01 2.583e+02 6.190e-02 1.236e-01 7.369e-05 6.183e-02 1.226e-03 5.903e-02
3.078e+02 3.336e+02 2.586e+01 7.987e+01 2.576e+02 6.289e-02 1.255e-01 7.601e-05 6.281e-02 1.246e-03 6.000e-02
3.077e+02 3.338e+02 2.613e+01 7.966e+01 2.570e+02 6.388e-02 1.275e-01 7.836e-05 6.380e-02 1.266e-03 6.096e-02
3.076e+02 3.340e+02 2.639e+01 7.946e+01 2.563e+02 6.486e-02 1.295e-01 8.075e-05 6.478e-02 1.286e-03 6.192e-02
3.075e+02 3.342e+02 2.665e+01 7.925e+01 2.557e+02 6.585e-02 1.315e-01 8.317e-05 6.577e-02 1.305e-03 6.288e-02
3.075e+02 3.344e+02 2.691e+01 7.905e+01 2.550e+02 6.684e-02 1.334e-01 8.562e-05 6.675e-02 1.325e-03 6.384e-02
3.074e+02 3.345e+02 2.717e+01 7.884e+01 2.543e+02 6.783e-02 1.354e-01 8.812e-05 6.774e-02 1.344e-03 6.480e-02
3.073e+02 3.347e+02 2.743e+01 7.864e+01 2.537e+02 6.881e-02 1.374e-01 9.064e-05 6.872e-02 1.363e-03 6.576e-02
3.072e+02 3.349e+02 2.768e+01 7.843e+01 2.530e+02 6.980e-02 1.393e-01 9.320e-05 6.970e-02 1.382e-03 6.672e-02
3.071e+02 3.351e+02 2.794e+01 7.823e+01 2.523e+02 7.078e-02 1.413e-01 9.580e-05 7.069e-02 1.401e-03 6.768e-02
3.071e+02 3.353e+02 2.819e+01 7.802e+01 2.517e+02 7.177e-02 1.432e-01 9.843e-05 7.167e-02 1.420e-03 6.864e-02
3.070e+02 3.354e+02 2.844e+01 7.782e+01 2.510e+02 7.275e-02 1.452e-01 1.011e-04 7.265e-02 1.438e-03 6.960e-02
3.069e+02 3.356e+02 2.869e+01 7.761e+01 2.504e+02 7.374e-02 1.472e-01 1.038e-04 7.363e-02 1.457e-03 7.056e-02
3.068e+02 3.358e+02 2.894e+01 7.741e+01 2.497e+02 7.472e-02 1.491e-01 1.065e-04 7.462e-02 1.475e-03 7.152e-02
3.067e+02 3.359e+02 2.919e+01 7.720e+01 2.490e+02 7.571e-02 1.511e-01 1.093e-04 7.560e-02 1.494e-03 7.248e-02
3.066e+02 3.361e+02 2.944e+01 7.700e+01 2.484e+02 7.669e-02 1.530e-01 1.121e-04 7.658e-02 1.512e-03 7.344e-02
3.066e+02 3.362e+02 2.968e+01 7.679e+01 2.477e+02 7.767e-02 1.550e-01 1.149e-04 7.756e-02 1.530e-03 7.440e-02
3.065e+02 3.364e+02 2.993e+01 7.659e+01 2.471e+02 7.865e-02 1.570e-01 1.178e-04 7.854e-02 1.548e-03 7.536e-02
3.064e+02 3.366e+02 3.017e+01 7.638e+01 2.464e+02 7.963e-02 1.589e-01 1.207e-04 7.951e-02 1.566e-03 7.632e-02
3.063e+02 3.367e+02 3.042e+01 7.618e+01 2.457e+02 8.062e-02 1.609e-01 1.236e-04 8.049e-02 1.584e-03 7.728e-02
3.062e+02 3.369e+02 3.066e+01 7.597e+01 2.451e+02 8.160e-02 1.628e-01 1.266e-04 8.147e-02 1.602e-03 7.824e-02
3.061e+02 3.370e+02 3.090e+01 7.577e+01 2.444e+02 8.258e-02 1.648e-01 1.296e-04 8.245e-02 1.619e-03 7.919e-02
3.060e+02 3.372e+02 3.114e+01 7.556e+01 2.438e+02 8.356e-02 1.667e-01 1.326e-04 8.342e-02 1.637e-03 8.015e-02
3.059e+02 3.373e+02 3.138e+01 7.536e+01 2.431e+02 8.454e-02 1.687e-01 1.357e-04 8.440e-02 1.654e-03 8.111e-02
3.059e+02 3.375e+02 3.161e+01 7.515e+01 2.424e+02 8.552e-02 1.706e-01 1.388e-04 8.538e-02 1.672e-03 8.206e-02
3.058e+02 3.376e+02 3.185e+01 7.495e+01 2.418e+02 8.649e-02 1.726e-01 1.420e-04 8.635e-02 1.689e-03 8.302e-02
3.057e+02 3.378e+02 3.208e+01 7.474e+01 2.411e+02 8.747e-02 1.745e-01 1.451e-04 8.733e-02 1.706e-03 8.398e-02
3.056e+02 3.379e+02 3.232e+01 7.454e+01 2.404e+02 8.845e-02 1.765e-01 1.483e-04 8.830e-02 1.723e-03 8.493e-02
3.055e+02 3.380e+02 3.255e+01 7.433e+01 2.398e+02 8.942e-02 1.784e-01 1.516e-04 8.927e-02 1.740e-03 8.589e-02
3.054e+02 3.382e+02 3.278e+01 7.413e+01 2.391e+02 9.040e-02 1.803e-01 1.548e-04 9.025e-02 1.756e-03 8.684e-02
3.053e+02 3.383e+02 3.302e+01 7.392e+01 2.385e+02 9.138e-02 1.823e-01 1.581e-04 9.122e-02 1.773e-03 8.780e-02
3.052e+02 3.385e+02 3.325e+01 7.372e+01 2.378e+02 9.235e-02 1.842e-01 1.615e-04 9.219e-02 1.790e-03 8.875e-02
3.051e+02 3.386e+02 3.348e+01 7.351e+01 2.371e+02 9.332e-02 1.862e-01 1.648e-04 9.316e-02 1.806e-03 8.970e-02
3.050e+02 3.387e+02 3.370e+01 7.331e+01 2.365e+02 9.430e-02 1.881e-01 1.682e-04 9.413e-02 1.823e-03 9.066e-02
3.049e+02 3.389e+02 3.393e+01 7.310e+01 2.358e+02 9.527e-02 1.900e-01 1.717e-04 9.510e-02 1.839e-03 9.161e-02
3.048e+02 3.390e+02 3.416e+01 7.290e+01 2.352e+02 9.624e-02 1.920e-01 1.751e-04 9.607e-02 1.855e-03 9.256e-02
3.047e+02 3.391e+02 3.439e+01 7.269e+01 2.345e+02 9.721e-02 1.939e-01 1.786e-04 9.704e-02 1.871e-03 9.351e-02
3.046e+02 3.393e+02 3.461e+01 7.249e+01 2.338e+02 9.819e-02 1.958e-01 1.822e-04 9.800e-02 1.887e-03 9.446e-02
3.045e+02 3.394e+02 3.483e+01 7.228e+01 2.332e+02 9.916e-02 1.978e-01 1.857e-04 9.897e-02 1.903e-03 9.541e-02
3.045e+02 3.395e+02 3.506e+01 7.208e+01 2.325e+02 1.001e-01 1.997e-01 1.893e-04 9.994e-02 1.919e-03 9.637e-02
3.044e+02 3.396e+02 3.528e+01 7.187e+01 2.318e+02 1.011e-01 2.016e-01 1.930e-04 1.009e-01 1.935e-03 9.731e-02
3.043e+02 3.398e+02 3.550e+01 7.167e+01 2.312e+02 1.021e-01 2.035e-01 1.966e-04 1.019e-01 1.951e-03 9.826e-02
3.042e+02 3.399e+02 3.572e+01 7.146e+01 2.305e+02 1.030e-01 2.055e-01 2.003e-04 1.028e-01 1.967e-03 9.921e-02
3.041e+02 3.400e+02 3.594e+01 7.126e+01 2.299e+02 1.040e-01 2.074e-01 2.040e-04 1.038e-01 1.982e-03 1.002e-01
3.040e+02 3.401e+02 3.616e+01 7.105e+01 2.292e+02 1.050e-01 2.093e-01 2.078e-04 1.048e-01 1.998e-03 1.011e-01
3.039e+02 3.403e+02 3.638e+01 7.085e+01 2.285e+02 1.059e-01 2.112e-01 2.116e-04 1.057e-01 2.013e-03 1.021e-01
3.038e+02 3.404e+02 3.660e+01 7.064e+01 2.279e+02 1.069e-01 2.131e-01 2.154e-04 1.067e-01 2.029e-03 1.030e-01
3.037e+02 3.405e+02 3.681e+01 7.044e+01 2.272e+02 1.079e-01 2.151e-01 2.192e-04 1.076e-01 2.044e-03 1.039e-01
3.036e+02 3.406e+02 3.703e+01 7.023e+01 2.266e+02 1.088e-01 2.170e-01 2.231e-04 1.086e-01 2.059e-03 1.049e-01
3.035e+02 3.407e+02 3.724e+01 7.003e+01 2.259e+02 1.098e-01 2.189e-01 2.270e-04 1.096e-01 2.075e-03 1.058e-01
3.034e+02 3.408e+02 3.746e+01 6.982e+01 2.252e+02 1.107e-01 2.208e-01 2.310e-04 1.105e-01 2.090e-03 1.068e-01
3.033e+02 3.410e+02 3.767e+01 6.962e+01 2.246e+02 1.117e-01 2.227e-01 2.349e-04 1.115e-01 2.105e-03 1.077e-01
3.032e+02 3.411e+02 3.789e+01 6.941e+01 2.239e+02 1.127e-01 2.246e-01 2.390e-04 1.124e-01 2.120e-03 1.087e-01
3.031e+02 3.412e+02 3.810e+01 6.921e+01 2.232e+02 1.136e-01 2.265e-01 2.430e-04 1.134e-01 2.135e-03 1.096e-01
3.030e+02 3.413e+02 3.831e+01 6.900e+01 2.226e+02 1.146e-01 2.284e-01 2.470e-04 1.143e-01 2.150e-03 1.105e-01
3.029e+02 3.414e+02 3.852e+01 6.880e+01 2.219e+02 1.155e-01 2.303e-01 2.511e-04 1.153e-01 2.165e-03 1.115e-01
3.028e+02 3.415e+02 3.873e+01 6.859e+01 2.213e+02 1.165e-01 2.322e-01 2.553e-04 1.162e-01 2.180e-03 1.124e-01
3.027e+02 3.416e+02 3.894e+01 6.839e+01 2.206e+02 1.175e-01 2.341e-01 2.594e-04 1.172e-01 2.195e-03 1.134e-01
3.026e+02 3.418e+02 3.915e+01 6.818e+01 2.199e+02 1.184e-01 2.360e-01 2.636e-04 1.182e-01 2.209e-03 1.143e-01
3.025e+02 3.419e+02 3.935e+01 6.798e+01 2.193e+02 1.194e-01 2.379e-01 2.678e-04 1.191e-01 2.224e-03 1.152e-01
3.024e+02 3.420e+02 3.956e+01 6.777e+01 2.186e+02 1.203e-01 2.398e-01 2.721e-04 1.201e-01 2.239e-03 1.162e-01
3.023e+02 3.421e+02 3.977e+01 6.757e+01 2.180e+02 1.213e-01 2.417e-01 2.763e-04 1.210e-01 2.254e-03 1.171e-01
3.022e+02 3.422e+02 3.997e+01 6.736e+01 2.173e+02 1.222e-01 2.436e-01 2.806e-04 1.219e-01 2.268e-03 1.180e-01
3.021e+02 3.423e+02 4.018e+01 6.716e+01 2.166e+02 1.232e-01 2.455e-01 2.850e-04 1.229e-01 2.283e-03 1.190e-01
3.020e+02 3.424e+02 4.038e+01 6.695e+01 2.160e+02 1.241e-01 2.474e-01 2.893e-04 1.238e-01 2.298e-03 1.199e-01
3.019e+02 3.425e+02 4.058e+01 6.675e+01 2.153e+02 1.251e-01 2.493e-01 2.937e-04 1.248e-01 2.312e-03 1.209e-01
3.018e+02 3.426e+02 4.078e+01 6.654e+01 2.146e+02 1.260e-01 2.512e-01 2.981e-04 1.257e-01 2.327e-03 1.218e-01
3.017e+02 3.427e+02 4.099e+01 6.634e+01 2.140e+02 1.270e-01 2.531e-01 3.026e-04 1.267e-01 2.342e-03 1.227e-01
3.017e+02 3.428e+02 4.119e+01 6.613e+01 2.133e+02 1.279e-01 2.549e-01 3.071e-04 1.276e-01 2.356e-03 1.236e-01
3.016e+02 3.429e+02 4.139e+01 6.593e+01 2.127e+02 1.289e-01 2.568e-01 3.116e-04 1.286e-01 2.371e-03 1.246e-01
3.015e+02 3.430e+02 4.159e+01 6.572e+01 2.120e+02 1.298e-01 2.587e-01 3.161e-04 1.295e-01 2.386e-03 1.255e-01
3.014e+02 3.432e+02 4.179e+01 6.552e+01 2.113e+02 1.308e-01 2.606e-01 3.207e-04 1.304e-01 2.400e-03 1.264e-01
3.013e+02 3.433e+02 4.199e+01 6.531e+01 2.107e+02 1.317e-01 2.624e-01 3.252e-04 1.314e-01 2.415e-03 1.274e-01
3.012e+02 3.434e+02 4.218e+01 6.511e+01 2.100e+02 1.327e-01 2.643e-01 3.299e-04 1.323e-01 2.430e-03 1.283e-01
3.011e+02 3.435e+02 4.238e+01 6.490e+01 2.094e+02 1.336e-01 2.662e-01 3.345e-04 1.333e-01 2.444e-03 1.292e-01
3.010e+02 3.436e+02 4.258e+01 6.470e+01 2.087e+02 1.345e-01 2.681e-01 3.392e-04 1.342e-01 2.459e-03 1.301e-01
3.009e+02 3.437e+02 4.277e+01 6.449e+01 2.080e+02 1.355e-01 2.699e-01 3.439e-04 1.351e-01 2.474e-03 1.311e-01
3.008e+02 3.438e+02 4.297e+01 6.429e+01 2.074e+02 1.364e-01 2.718e-01 3.486e-04 1.361e-01 2.488e-03 1.320e-01
3.007e+02 3.439e+02 4.316e+01 6.408e+01 2.067e+02 1.374e-01 2.737e-01 3.534e-04 1.370e-01 2.503e-03 1.329e-01
3.006e+02 3.440e+02 4.336e+01 6.388e+01 2.061e+02 1.383e-01 2.755e-01 3.581e-04 1.379e-01 2.518e-03 1.338e-01
3.005e+02 3.441e+02 4.355e+01 6.367e+01 2.054e+02 1.392e-01 2.774e-01 3.630e-04 1.389e-01 2.533e-03 1.348e-01
3.004e+02 3.442e+02 4.374e+01 6.347e+01 2.047e+02 1.402e-01 2.792e-01 3.678e-04 1.398e-01 2.548e-03 1.357e-01
3.003e+02 3.443e+02 4.393e+01 6.326e+01 2.041e+02 1.411e-01 2.811e-01 3.727e-04 1.407e-01 2.563e-03 1.366e-01
3.002e+02 3.444e+02 4.412e+01 6.306e+01 2.034e+02 1.420e-01 2.829e-01 3.775e-04 1.417e-01 2.578e-03 1.375e-01
3.002e+02 3.445e+02 4.431e+01 6.285e+01 2.027e+02 1.430e-01 2.848e-01 3.825e-04 1.426e-01 2.593e-03 1.384e-01
3.001e+02 3.446e+02 4.450e+01 6.265e+01 2.021e+02 1.439e-01 2.866e-01 3.874e-04 1.435e-01 2.608e-03 1.394e-01
3.000e+02 3.447e+02 4.469e+01 6.244e+01 2.014e+02 1.448e-01 2.885e-01 3.924e-04 1.444e-01 2.623e-03 1.403e-01
2.999e+02 3.448e+02 4.488e+01 6.224e+01 2.008e+02 1.458e-01 2.903e-01 3.974e-04 1.454e-01 2.638e-03 1.412e-01
2.998e+02 3.449e+02 4.507e+01 6.203e+01 2.001e+02 1.467e-01 2.922e-01 4.024e-04 1.463e-01 2.654e-03 1.421e-01
2.997e+02 3.450e+02 4.526e+01 6.183e+01 1.994e+02 1.476e-01 2.940e-01 4.074e-04 1.472e-01 2.669e-03 1.430e-01
2.996e+02 3.451e+02 4.545e+01 6.162e+01 1.988e+02 1.486e-01 2.959e-01 4.125e-04 1.481e-01 2.684e-03 1.439e-01
2.995e+02 3.452e+02 4.563e+01 6.142e+01 1.981e+02 1.495e-01 2.977e-01 4.176e-04 1.491e-01 2.700e-03 1.448e-01
2.994e+02 3.452e+02 4.582e+01 6.121e+01 1.975e+02 1.504e-01 2.995e-01 4.227e-04 1.500e-01 2.716e-03 1.458e-01
2.993e+02 3.453e+02 4.600e+01 6.101e+01 1.968e+02 1.513e-01 3.014e-01 4.279e-04 1.509e-01 2.731e-03 1.467e-01
2.993e+02 3.454e+02 4.619e+01 6.080e+01 1.961e+02 1.523e-01 3.032e-01 4.330e-04 1.518e-01 2.747e-03 1.476e-01
2.992e+02 3.455e+02 4.637e+01 6.060e+01 1.955e+02 1.532e-01 3.051e-01 4.382e-04 1.527e-01 2.763e-03 1.485e-01
2.991e+02 3.456e+02 4.655e+01 6.039e+01 1.948e+02 1.541e-01 3.069e-01 4.434e-04 1.537e-01 2.779e-03 1.494e-01
2.990e+02 3.457e+02 4.674e+01 6.019e+01 1.941e+02 1.550e-01 3.087e-01 4.487e-04 1.546e-01 2.795e-03 1.503e-01
2.989e+02 3.458e+02 4.692e+01 5.998e+01 1.935e+02 1.559e-01 3.105e-01 4.539e-04 1.555e-01 2.811e-03 1.512e-01
2.988e+02 3.459e+02 4.710e+01 5.978e+01 1.928e+02 1.569e-01 3.124e-01 4.592e-04 1.564e-01 2.828e-03 1.521e-01
2.987e+02 3.460e+02 4.728e+01 5.957e+01 1.922e+02 1.578e-01 3.142e-01 4.646e-04 1.573e-01 2.844e-03 1.530e-01
2.986e+02 3.461e+02 4.746e+01 5.936e+01 1.915e+02 1.587e-01 3.160e-01 4.699e-04 1.582e-01 2.861e-03 1.539e-01
2.986e+02 3.462e+02 4.764e+01 5.916e+01 1.908e+02 1.596e-01 3.178e-01 4.753e-04 1.591e-01 2.877e-03 1.548e-01
2.985e+02 3.463e+02 4.782e+01 5.895e+01 1.902e+02 1.605e-01 3.196e-01 4.806e-04 1.601e-01 2.894e-03 1.557e-01
2.984e+02 3.464e+02 4.800e+01 5.875e+01 1.895e+02 1.615e-01 3.215e-01 4.861e-04 1.610e-01 2.911e-03 1.566e-01
2.983e+02 3.465e+02 4.818e+01 5.854e+01 1.889e+02 1.624e-01 3.233e-01 4.915e-04 1.619e-01 2.928e-03 1.575e-01
2.982e+02 3.466e+02 4.836e+01 5.834e+01 1.882e+02 1.633e-01 3.251e-01 4.969e-04 1.628e-01 2.946e-03 1.584e-01
2.981e+02 3.467e+02 4.853e+01 5.813e+01 1.875e+02 1.642e-01 3.269e-01 5.024e-04 1.637e-01 2.963e-03 1.593e-01
2.981e+02 3.468e+02 4.871e+01 5.793e+01 1.869e+02 1.651e-01 3.287e-01 5.079e-04 1.646e-01 2.981e-03 1.602e-01
2.980e+02 3.469e+02 4.889e+01 5.772e+01 1.862e+02 1.660e-01 3.305e-01 5.134e-04 1.655e-01 2.998e-03 1.611e-01
2.979e+02 3.470e+02 4.906e+01 5.752e+01 1.855e+02 1.669e-01 3.323e-01 5.190e-04 1.664e-01 3.016e-03 1.620e-01
2.978e+02 3.471e+02 4.924e+01 5.731e+01 1.849e+02 1.678e-01 3.341e-01 5.246e-04 1.673e-01 3.034e-03 1.629e-01
